experiment,condition,rep,model,order_quantity,bias,bias_pct,parse_success
E4_Variant4,E4_variant_4,28,deepseek-v4-flash,114,-8,-6.6,True
E4_Variant4,E4_variant_4,29,deepseek-v4-flash,104,-18,-14.8,True
E4_Variant4,E4_variant_4,30,deepseek-v4-flash,110,-12,-9.8,True
E4_Variant5,E4_variant_5,1,deepseek-v4-flash,118,-4,-3.3,True
E4_Variant5,E4_variant_5,2,deepseek-v4-flash,110,-12,-9.8,True
E4_Variant5,E4_variant_5,3,deepseek-v4-flash,114,-8,-6.6,True
E4_Variant5,E4_variant_5,4,deepseek-v4-flash,112,-10,-8.2,True
E4_Variant5,E4_variant_5,5,deepseek-v4-flash,116,-6,-4.9,True
E4_Variant5,E4_variant_5,6,deepseek-v4-flash,116,-6,-4.9,True
E4_Variant5,E4_variant_5,7,deepseek-v4-flash,111,-11,-9.0,True
E4_Variant5,E4_variant_5,8,deepseek-v4-flash,122,0,0.0,True
E4_Variant5,E4_variant_5,9,deepseek-v4-flash,115,-7,-5.7,True
E4_Variant5,E4_variant_5,10,deepseek-v4-flash,115,-7,-5.7,True
E4_Variant5,E4_variant_5,11,deepseek-v4-flash,113,-9,-7.4,True
E4_Variant5,E4_variant_5,12,deepseek-v4-flash,110,-12,-9.8,True
E4_Variant5,E4_variant_5,13,deepseek-v4-flash,117,-5,-4.1,True
E4_Variant5,E4_variant_5,14,deepseek-v4-flash,113,-9,-7.4,True
E4_Variant5,E4_variant_5,15,deepseek-v4-flash,122,0,0.0,True
E4_Variant5,E4_variant_5,16,deepseek-v4-flash,110,-12,-9.8,True
E4_Variant5,E4_variant_5,17,deepseek-v4-flash,108,-14,-11.5,True
E4_Variant5,E4_variant_5,18,deepseek-v4-flash,109,-13,-10.7,True
E4_Variant5,E4_variant_5,19,deepseek-v4-flash,104,-18,-14.8,True
E4_Variant5,E4_variant_5,20,deepseek-v4-flash,116,-6,-4.9,True
E4_Variant5,E4_variant_5,21,deepseek-v4-flash,110,-12,-9.8,True
E4_Variant5,E4_variant_5,22,deepseek-v4-flash,84,-38,-31.1,True
E4_Variant5,E4_variant_5,23,deepseek-v4-flash,118,-4,-3.3,True
E4_Variant5,E4_variant_5,24,deepseek-v4-flash,121,-1,-0.8,True
E4_Variant5,E4_variant_5,25,deepseek-v4-flash,98,-24,-19.7,True
E4_Variant5,E4_variant_5,26,deepseek-v4-flash,86,-36,-29.5,True
E4_Variant5,E4_variant_5,27,deepseek-v4-flash,121,-1,-0.8,True
E4_Variant5,E4_variant_5,28,deepseek-v4-flash,110,-12,-9.8,True
E4_Variant5,E4_variant_5,29,deepseek-v4-flash,86,-36,-29.5,True
E4_Variant5,E4_variant_5,30,deepseek-v4-flash,112,-10,-8.2,True
E5_Easy,E5_easy,1,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,2,deepseek-v4-flash,104,-18,-14.8,True
E5_Easy,E5_easy,3,deepseek-v4-flash,102,-20,-16.4,True
E5_Easy,E5_easy,4,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,5,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,6,deepseek-v4-flash,105,-17,-13.9,True
E5_Easy,E5_easy,7,deepseek-v4-flash,106,-16,-13.1,True
E5_Easy,E5_easy,8,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,9,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,10,deepseek-v4-flash,105,-17,-13.9,True
E5_Easy,E5_easy,11,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,12,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,13,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,14,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,15,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,16,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,17,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,18,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,19,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,20,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,21,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,22,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,23,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,24,deepseek-v4-flash,105,-17,-13.9,True
E5_Easy,E5_easy,25,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,26,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,27,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,28,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,29,deepseek-v4-flash,103,-19,-15.6,True
E5_Easy,E5_easy,30,deepseek-v4-flash,103,-19,-15.6,True
E5_Medium,E5_medium,1,deepseek-v4-flash,110,-12,-9.8,True
E5_Medium,E5_medium,2,deepseek-v4-flash,111,-11,-9.0,True
E5_Medium,E5_medium,3,deepseek-v4-flash,109,-13,-10.7,True
E5_Medium,E5_medium,4,deepseek-v4-flash,111,-11,-9.0,True
E5_Medium,E5_medium,5,deepseek-v4-flash,117,-5,-4.1,True
E5_Medium,E5_medium,6,deepseek-v4-flash,116,-6,-4.9,True
E5_Medium,E5_medium,7,deepseek-v4-flash,112,-10,-8.2,True
E5_Medium,E5_medium,8,deepseek-v4-flash,109,-13,-10.7,True
E5_Medium,E5_medium,9,deepseek-v4-flash,113,-9,-7.4,True
E5_Medium,E5_medium,10,deepseek-v4-flash,113,-9,-7.4,True
E5_Medium,E5_medium,11,deepseek-v4-flash,116,-6,-4.9,True
E5_Medium,E5_medium,12,deepseek-v4-flash,112,-10,-8.2,True
E5_Medium,E5_medium,13,deepseek-v4-flash,110,-12,-9.8,True
E5_Medium,E5_medium,14,deepseek-v4-flash,109,-13,-10.7,True
E5_Medium,E5_medium,15,deepseek-v4-flash,122,0,0.0,True
E5_Medium,E5_medium,16,deepseek-v4-flash,113,-9,-7.4,True
E5_Medium,E5_medium,17,deepseek-v4-flash,109,-13,-10.7,True
E5_Medium,E5_medium,18,deepseek-v4-flash,111,-11,-9.0,True
E5_Medium,E5_medium,19,deepseek-v4-flash,116,-6,-4.9,True
E5_Medium,E5_medium,20,deepseek-v4-flash,113,-9,-7.4,True
E5_Medium,E5_medium,21,deepseek-v4-flash,101,-21,-17.2,True
E5_Medium,E5_medium,22,deepseek-v4-flash,115,-7,-5.7,True
E5_Medium,E5_medium,23,deepseek-v4-flash,106,-16,-13.1,True
E5_Medium,E5_medium,24,deepseek-v4-flash,105,-17,-13.9,True
E5_Medium,E5_medium,25,deepseek-v4-flash,106,-16,-13.1,True
E5_Medium,E5_medium,26,deepseek-v4-flash,112,-10,-8.2,True
E5_Medium,E5_medium,27,deepseek-v4-flash,112,-10,-8.2,True
E5_Medium,E5_medium,28,deepseek-v4-flash,109,-13,-10.7,True
E5_Medium,E5_medium,29,deepseek-v4-flash,116,-6,-4.9,True
E5_Medium,E5_medium,30,deepseek-v4-flash,104,-18,-14.8,True
E5_Hard,E5_hard,1,deepseek-v4-flash,136,14,11.5,True
E5_Hard,E5_hard,2,deepseek-v4-flash,114,-8,-6.6,True
E5_Hard,E5_hard,3,deepseek-v4-flash,116,-6,-4.9,True
E5_Hard,E5_hard,4,deepseek-v4-flash,101,-21,-17.2,True
E5_Hard,E5_hard,5,deepseek-v4-flash,128,6,4.9,True
E5_Hard,E5_hard,6,deepseek-v4-flash,125,3,2.5,True
E5_Hard,E5_hard,7,deepseek-v4-flash,115,-7,-5.7,True
E5_Hard,E5_hard,8,deepseek-v4-flash,116,-6,-4.9,True
E5_Hard,E5_hard,9,deepseek-v4-flash,116,-6,-4.9,True
E5_Hard,E5_hard,10,deepseek-v4-flash,116,-6,-4.9,True
E5_Hard,E5_hard,11,deepseek-v4-flash,115,-7,-5.7,True
E5_Hard,E5_hard,12,deepseek-v4-flash,116,-6,-4.9,True
E5_Hard,E5_hard,13,deepseek-v4-flash,116,-6,-4.9,True
E5_Hard,E5_hard,14,deepseek-v4-flash,126,4,3.3,True
E5_Hard,E5_hard,15,deepseek-v4-flash,116,-6,-4.9,True
E5_Hard,E5_hard,16,deepseek-v4-flash,117,-5,-4.1,True
E5_Hard,E5_hard,17,deepseek-v4-flash,116,-6,-4.9,True
E5_Hard,E5_hard,18,deepseek-v4-flash,151,29,23.8,True
E5_Hard,E5_hard,19,deepseek-v4-flash,116,-6,-4.9,True
E5_Hard,E5_hard,20,deepseek-v4-flash,113,-9,-7.4,True
E5_Hard,E5_hard,21,deepseek-v4-flash,127,5,4.1,True
E5_Hard,E5_hard,22,deepseek-v4-flash,97,-25,-20.5,True
E5_Hard,E5_hard,23,deepseek-v4-flash,143,21,17.2,True
E5_Hard,E5_hard,24,deepseek-v4-flash,116,-6,-4.9,True
E5_Hard,E5_hard,25,deepseek-v4-flash,111,-11,-9.0,True
E5_Hard,E5_hard,26,deepseek-v4-flash,132,10,8.2,True
E5_Hard,E5_hard,27,deepseek-v4-flash,114,-8,-6.6,True
E5_Hard,E5_hard,28,deepseek-v4-flash,128,6,4.9,True
E5_Hard,E5_hard,29,deepseek-v4-flash,120,-2,-1.6,True
E5_Hard,E5_hard,30,deepseek-v4-flash,97,-25,-20.5,True
E6_CoT,E6_cot,1,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,2,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,3,deepseek-v4-flash,123,1,0.8,True
E6_CoT,E6_cot,4,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,5,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,6,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,7,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,8,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,9,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,10,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,11,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,12,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,13,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,14,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,15,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,16,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,17,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,18,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,19,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,20,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,21,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,22,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,23,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,24,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,25,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,26,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,27,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,28,deepseek-v4-flash,122,0,0.0,True
E6_CoT,E6_cot,29,deepseek-v4-flash,123,1,0.8,True
E6_CoT,E6_cot,30,deepseek-v4-flash,122,0,0.0,True
E7_Debate,E7_debate,1,deepseek-v4-flash,122,0,0.0,True
E7_Debate,E7_debate,2,deepseek-v4-flash,122,0,0.0,True
E7_Debate,E7_debate,3,deepseek-v4-flash,117,-5,-4.1,True
E7_Debate,E7_debate,4,deepseek-v4-flash,122,0,0.0,True
E7_Debate,E7_debate,5,deepseek-v4-flash,122,0,0.0,True
E7_Debate,E7_debate,6,deepseek-v4-flash,122,0,0.0,True
E7_Debate,E7_debate,7,deepseek-v4-flash,122,0,0.0,True
E7_Debate,E7_debate,8,deepseek-v4-flash,122,0,0.0,True
E7_Debate,E7_debate,9,deepseek-v4-flash,112,-10,-8.2,True
E7_Debate,E7_debate,10,deepseek-v4-flash,122,0,0.0,True
E7_Debate,E7_debate,11,deepseek-v4-flash,113,-9,-7.4,True
E7_Debate,E7_debate,12,deepseek-v4-flash,122,0,0.0,True
E7_Debate,E7_debate,13,deepseek-v4-flash,122,0,0.0,True
E7_Debate,E7_debate,14,deepseek-v4-flash,122,0,0.0,True
E7_Debate,E7_debate,15,deepseek-v4-flash,117,-5,-4.1,True
E8_LightFeedback,E8_light,1,deepseek-v4-flash,113,-9,-7.4,True
E8_LightFeedback,E8_light,2,deepseek-v4-flash,117,-5,-4.1,True
E8_LightFeedback,E8_light,3,deepseek-v4-flash,117,-5,-4.1,True
E8_LightFeedback,E8_light,4,deepseek-v4-flash,112,-10,-8.2,True
E8_LightFeedback,E8_light,5,deepseek-v4-flash,113,-9,-7.4,True
E8_LightFeedback,E8_light,6,deepseek-v4-flash,113,-9,-7.4,True
E8_LightFeedback,E8_light,7,deepseek-v4-flash,97,-25,-20.5,True
E8_LightFeedback,E8_light,8,deepseek-v4-flash,119,-3,-2.5,True
E8_LightFeedback,E8_light,9,deepseek-v4-flash,117,-5,-4.1,True
E8_LightFeedback,E8_light,10,deepseek-v4-flash,120,-2,-1.6,True
E8_LightFeedback,E8_light,11,deepseek-v4-flash,104,-18,-14.8,True
E8_LightFeedback,E8_light,12,deepseek-v4-flash,113,-9,-7.4,True
E8_LightFeedback,E8_light,13,deepseek-v4-flash,118,-4,-3.3,True
E8_LightFeedback,E8_light,14,deepseek-v4-flash,120,-2,-1.6,True
E8_LightFeedback,E8_light,15,deepseek-v4-flash,118,-4,-3.3,True
E8_LightFeedback,E8_light,16,deepseek-v4-flash,113,-9,-7.4,True
E8_LightFeedback,E8_light,17,deepseek-v4-flash,117,-5,-4.1,True
E8_LightFeedback,E8_light,18,deepseek-v4-flash,113,-9,-7.4,True
E8_LightFeedback,E8_light,19,deepseek-v4-flash,123,1,0.8,True
E8_LightFeedback,E8_light,20,deepseek-v4-flash,118,-4,-3.3,True
E8_StrongFeedback,E8_strong,1,deepseek-v4-flash,122,0,0.0,True
E8_StrongFeedback,E8_strong,2,deepseek-v4-flash,120,-2,-1.6,True
E8_StrongFeedback,E8_strong,3,deepseek-v4-flash,120,-2,-1.6,True
E8_StrongFeedback,E8_strong,4,deepseek-v4-flash,118,-4,-3.3,True
E8_StrongFeedback,E8_strong,5,deepseek-v4-flash,120,-2,-1.6,True
E8_StrongFeedback,E8_strong,6,deepseek-v4-flash,121,-1,-0.8,True
E8_StrongFeedback,E8_strong,7,deepseek-v4-flash,120,-2,-1.6,True
E8_StrongFeedback,E8_strong,8,deepseek-v4-flash,120,-2,-1.6,True
E8_StrongFeedback,E8_strong,9,deepseek-v4-flash,120,-2,-1.6,True
E8_StrongFeedback,E8_strong,10,deepseek-v4-flash,120,-2,-1.6,True
E8_StrongFeedback,E8_strong,11,deepseek-v4-flash,120,-2,-1.6,True
E8_StrongFeedback,E8_strong,12,deepseek-v4-flash,120,-2,-1.6,True
E8_StrongFeedback,E8_strong,13,deepseek-v4-flash,120,-2,-1.6,True
E8_StrongFeedback,E8_strong,14,deepseek-v4-flash,122,0,0.0,True
E8_StrongFeedback,E8_strong,15,deepseek-v4-flash,120,-2,-1.6,True
E8_StrongFeedback,E8_strong,16,deepseek-v4-flash,120,-2,-1.6,True
E8_StrongFeedback,E8_strong,17,deepseek-v4-flash,120,-2,-1.6,True
E8_StrongFeedback,E8_strong,18,deepseek-v4-flash,120,-2,-1.6,True
E8_StrongFeedback,E8_strong,19,deepseek-v4-flash,120,-2,-1.6,True
E8_StrongFeedback,E8_strong,20,deepseek-v4-flash,120,-2,-1.6,True
